DictionaryName,Code,Name,Domain,,
CPT,49495,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible",CARE,,
CPT,49496,"Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated",CARE,,
CPT,49500,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible",CARE,,
CPT,49501,"Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated",CARE,,
CPT,49505,"Repair initial inguinal hernia, age 5 years or older; reducible",CARE,,
CPT,49507,"Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated",CARE,,
CPT,49520,"Repair recurrent inguinal hernia, any age; reducible",CARE,,
CPT,49521,"Repair recurrent inguinal hernia, any age; incarcerated or strangulated",CARE,,
CPT,49525,"Repair inguinal hernia, sliding, any age",CARE,,
CPT,49540,Repair lumbar hernia,CARE,,
CPT,49550,"Repair initial femoral hernia, any age; reducible",CARE,,
CPT,49553,"Repair initial femoral hernia, any age; incarcerated or strangulated",CARE,,
CPT,49555,Repair recurrent femoral hernia; reducible,CARE,,
CPT,49557,Repair recurrent femoral hernia; incarcerated or strangulated,CARE,,
CPT,49560,Repair initial incisional or ventral hernia; reducible,CARE,,
CPT,49561,Repair initial incisional or ventral hernia; incarcerated or strangulated,CARE,,
CPT,49565,Repair recurrent incisional or ventral hernia; reducible,CARE,,
CPT,49566,Repair recurrent incisional or ventral hernia; incarcerated or strangulated,CARE,,
CPT,49568,Implantation of mesh or other prosthesis for open incisional or ventral hernia repair or mesh for closure of debridement for necrotizing soft tissue infection (List separately in addition to code for the incisional or ventral hernia repair),CARE,,
CPT,49570,"Repair epigastric hernia (eg, preperitoneal fat); reducible (separate procedure)",CARE,,
CPT,49572,"Repair epigastric hernia (eg, preperitoneal fat); incarcerated or strangulated",CARE,,
CPT,49580,"Repair umbilical hernia, younger than age 5 years; reducible",CARE,,
CPT,49582,"Repair umbilical hernia, younger than age 5 years; incarcerated or strangulated",CARE,,
CPT,49585,"Repair umbilical hernia, age 5 years or older; reducible",CARE,,
CPT,49587,"Repair umbilical hernia, age 5 years or older; incarcerated or strangulated",CARE,,
CPT,49590,Repair spigelian hernia,CARE,,
CPT,49600,"Repair of small omphalocele, with primary closure",CARE,,
CPT,49605,Repair of large omphalocele or gastroschisis; with or without prosthesis,CARE,,
CPT,49606,"Repair of large omphalocele or gastroschisis; with removal of prosthesis, final reduction and closure, in operating room",CARE,,
CPT,49610,Repair of omphalocele (Gross type operation); first stage,CARE,,
CPT,49611,Repair of omphalocele (Gross type operation); second stage,CARE,,
CPT,49650,"Laparoscopy, surgical; repair initial inguinal hernia",CARE,,
CPT,49651,"Laparoscopy, surgical; repair recurrent inguinal hernia",CARE,,
CPT,49652,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible",CARE,,
CPT,49653,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); incarcerated or strangulated",CARE,,
CPT,49654,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); reducible",CARE,,
CPT,49655,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated",CARE,,
CPT,49656,"Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); reducible",CARE,,
CPT,49657,"Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated",CARE,,
CPT,49659,"Unlisted laparoscopy procedure, hernioplasty, herniorrhaphy, herniotomy",CARE,,
CPT,49900,"Suture, secondary, of abdominal wall for evisceration or dehiscence",CARE,,
CPT,49904,"Omental flap, extra-abdominal (eg, for reconstruction of sternal and chest wall defects)",CARE,,
CPT,49905,"Omental flap, intra-abdominal (List separately in addition to code for primary procedure)",CARE,,
CPT,49906,Free omental flap with microvascular anastomosis,CARE,,
CPT,49999,"Unlisted procedure, abdomen, peritoneum and omentum",CARE,,
CPT,50,Bilateral Procedure,CARE,,
CPT,50010,"Renal exploration, not necessitating other specific procedures",CARE,,
CPT,50020,Drainage of perirenal or renal abscess; open,CARE,,
CPT,50021,Drainage of perirenal or renal abscess; percutaneous,CARE,,
CPT,50040,"Nephrostomy, nephrotomy with drainage",CARE,,
CPT,50045,"Nephrotomy, with exploration",CARE,,
CPT,5005F,Patient counseled on self-examination for new or changing moles (ML),CARE,,
CPT,50060,Nephrolithotomy; removal of calculus,CARE,,
CPT,50065,Nephrolithotomy; secondary surgical operation for calculus,CARE,,
CPT,50070,Nephrolithotomy; complicated by congenital kidney abnormality,CARE,,
CPT,50075,Nephrolithotomy; removal of large staghorn calculus filling renal pelvis and calyces (including anatrophic pyelolithotomy),CARE,,
CPT,50080,"Percutaneous nephrostolithotomy or pyelostolithotomy, with or without dilation, endoscopy, lithotripsy, stenting, or basket extraction; up to 2 cm",CARE,,
CPT,50081,"Percutaneous nephrostolithotomy or pyelostolithotomy, with or without dilation, endoscopy, lithotripsy, stenting, or basket extraction; over 2 cm",CARE,,
CPT,50100,Transection or repositioning of aberrant renal vessels (separate procedure),CARE,,
CPT,5010F,Findings of dilated macular or fundus exam communicated to the physician managing the diabetes care (EC),CARE,,
CPT,50120,Pyelotomy; with exploration,CARE,,
CPT,50125,"Pyelotomy; with drainage, pyelostomy",CARE,,
CPT,50130,"Pyelotomy; with removal of calculus (pyelolithotomy, pelviolithotomy, including coagulum pyelolithotomy)",CARE,,
CPT,50135,"Pyelotomy; complicated (eg, secondary operation, congenital kidney abnormality)",CARE,,
CPT,5015F,Documentation of communication that a fracture occurred and that the patient was or should be tested or treated for osteoporosis (OP),CARE,,
CPT,50200,"Renal biopsy; percutaneous, by trocar or needle",CARE,,
CPT,50205,Renal biopsy; by surgical exposure of kidney,CARE,,
CPT,5020F,Treatment summary report communicated to physician(s) managing continuing care and to the patient within 1 month of completing treatment (ONC),CARE,,
CPT,50220,"Nephrectomy, including partial ureterectomy, any open approach including rib resection",CARE,,
CPT,50225,"Nephrectomy, including partial ureterectomy, any open approach including rib resection; complicated because of previous surgery on same kidney",CARE,,
CPT,50230,"Nephrectomy, including partial ureterectomy, any open approach including rib resection; radical, with regional lymphadenectomy and/or vena caval thrombectomy",CARE,,
CPT,50234,Nephrectomy with total ureterectomy and bladder cuff; through same incision,CARE,,
CPT,50236,Nephrectomy with total ureterectomy and bladder cuff; through separate incision,CARE,,
CPT,50240,"Nephrectomy, partial",CARE,,
CPT,50250,"Ablation, open, 1 or more renal mass lesion(s), cryosurgical, including intraoperative ultrasound, if performed",CARE,,
CPT,50280,Excision or unroofing of cyst(s) of kidney,CARE,,
CPT,50290,Excision of perinephric cyst,CARE,,
CPT,50300,"Donor nephrectomy (including cold preservation); from cadaver donor, unilateral or bilateral",CARE,,
CPT,50320,"Donor nephrectomy (including cold preservation); open, from living donor",CARE,,
CPT,50323,"Backbench standard preparation of cadaver donor renal allograft prior to transplantation, including dissection and removal of perinephric fat, diaphragmatic and retroperitoneal attachments, excision of adrenal gland, and preparation of ureter(s), renal vein(s), and renal artery(s), ligating branches, as necessary",CARE,,
CPT,50325,"Backbench standard preparation of living donor renal allograft (open or laparoscopic) prior to transplantation, including dissection and removal of perinephric fat and preparation of ureter(s), renal vein(s), and renal artery(s), ligating branches, as necessary",CARE,,
CPT,50327,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; venous anastomosis, each",CARE,,
CPT,50328,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; arterial anastomosis, each",CARE,,
CPT,50329,"Backbench reconstruction of cadaver or living donor renal allograft prior to transplantation; ureteral anastomosis, each",CARE,,
CPT,50340,Recipient nephrectomy (separate procedure),CARE,,
CPT,50360,"Renal allotransplantation, implantation of graft; without recipient nephrectomy",CARE,,
CPT,50365,"Renal allotransplantation, implantation of graft; with recipient nephrectomy",CARE,,
CPT,50370,Removal of transplanted renal allograft,CARE,,
CPT,50380,"Renal autotransplantation, reimplantation of kidney",CARE,,
CPT,50382,"Removal (via snare/capture) and replacement of internally dwelling ureteral stent via percutaneous approach, including radiological supervision and interpretation",CARE,,
CPT,50384,"Removal (via snare/capture) of internally dwelling ureteral stent via percutaneous approach, including radiological supervision and interpretation",CARE,,
CPT,50385,"Removal (via snare/capture) and replacement of internally dwelling ureteral stent via transurethral approach, without use of cystoscopy, including radiological supervision and interpretation",CARE,,
CPT,50386,"Removal (via snare/capture) of internally dwelling ureteral stent via transurethral approach, without use of cystoscopy, including radiological supervision and interpretation",CARE,,
CPT,50387,"Removal and replacement of externally accessible transnephric ureteral stent (eg, external/internal stent) requiring fluoroscopic guidance, including radiological supervision and interpretation",CARE,,
CPT,50389,"Removal of nephrostomy tube, requiring fluoroscopic guidance (eg, with concurrent indwelling ureteral stent)",CARE,,
CPT,50390,"Aspiration and/or injection of renal cyst or pelvis by needle, percutaneous",CARE,,
CPT,50391,"Instillation(s) of therapeutic agent into renal pelvis and/or ureter through established nephrostomy, pyelostomy or ureterostomy tube (eg, anticarcinogenic or antifungal agent)",CARE,,
CPT,50392,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous",CARE,,
CPT,50393,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous",CARE,,
CPT,50394,"Injection procedure for pyelography (as nephrostogram, pyelostogram, antegrade pyeloureterograms) through nephrostomy or pyelostomy tube, or indwelling ureteral catheter",CARE,,
CPT,50395,"Introduction of guide into renal pelvis and/or ureter with dilation to establish nephrostomy tract, percutaneous",CARE,,
CPT,50396,"Manometric studies through nephrostomy or pyelostomy tube, or indwelling ureteral catheter",CARE,,
CPT,50398,Change of nephrostomy or pyelostomy tube,CARE,,
CPT,50400,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting; simple",CARE,,
CPT,50405,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting; complicated (congenital kidney abnormality, secondary pyeloplasty, solitary kidney, calycoplasty)",CARE,,
CPT,50500,"Nephrorrhaphy, suture of kidney wound or injury",CARE,,
CPT,5050F,Treatment plan communicated to provider(s) managing continuing care within 1 month of diagnosis (ML),CARE,,
CPT,50520,Closure of nephrocutaneous or pyelocutaneous fistula,CARE,,
CPT,50525,"Closure of nephrovisceral fistula (eg, renocolic), including visceral repair; abdominal approach",CARE,,
CPT,50526,"Closure of nephrovisceral fistula (eg, renocolic), including visceral repair; thoracic approach",CARE,,
CPT,50540,"Symphysiotomy for horseshoe kidney with or without pyeloplasty and/or other plastic procedure, unilateral or bilateral (1 operation)",CARE,,
CPT,50541,"Laparoscopy, surgical; ablation of renal cysts",CARE,,
CPT,50542,"Laparoscopy, surgical; ablation of renal mass lesion(s)",CARE,,
CPT,50543,"Laparoscopy, surgical; partial nephrectomy",CARE,,
CPT,50544,"Laparoscopy, surgical; pyeloplasty",CARE,,
CPT,50545,"Laparoscopy, surgical; radical nephrectomy (includes removal of Gerota's fascia and surrounding fatty tissue, removal of regional lymph nodes, and adrenalectomy)",CARE,,
CPT,50546,"Laparoscopy, surgical; nephrectomy, including partial ureterectomy",CARE,,
CPT,50547,"Laparoscopy, surgical; donor nephrectomy (including cold preservation), from living donor",CARE,,
CPT,50548,"Laparoscopy, surgical; nephrectomy with total ureterectomy",CARE,,
CPT,50549,"Unlisted laparoscopy procedure, renal",CARE,,
CPT,50551,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,50553,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with ureteral catheterization, with or without dilation of ureter",CARE,,
CPT,50555,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with biopsy",CARE,,
CPT,50557,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with fulguration and/or incision, with or without biopsy",CARE,,
CPT,50561,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with removal of foreign body or calculus",CARE,,
CPT,50562,"Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with resection of tumor",CARE,,
CPT,50570,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,50572,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with ureteral catheterization, with or without dilation of ureter",CARE,,
CPT,50574,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with biopsy",CARE,,
CPT,50575,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with endopyelotomy (includes cystoscopy, ureteroscopy, dilation of ureter and ureteral pelvic junction, incision of ureteral pelvic junction and insertion of endopyelotomy stent)",CARE,,
CPT,50576,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with fulguration and/or incision, with or without biopsy",CARE,,
CPT,50580,"Renal endoscopy through nephrotomy or pyelotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with removal of foreign body or calculus",CARE,,
CPT,50590,"Lithotripsy, extracorporeal shock wave",CARE,,
CPT,50592,"Ablation, 1 or more renal tumor(s), percutaneous, unilateral, radiofrequency",CARE,,
CPT,50593,"Ablation, renal tumor(s), unilateral, percutaneous, cryotherapy",CARE,,
CPT,50600,Ureterotomy with exploration or drainage (separate procedure),CARE,,
CPT,50605,"Ureterotomy for insertion of indwelling stent, all types",CARE,,
CPT,5060F,Findings from diagnostic mammogram communicated to practice managing patient's on-going care within 3 business days of exam interpretation (RAD),CARE,,
CPT,50610,Ureterolithotomy; upper one-third of ureter,CARE,,
CPT,50620,Ureterolithotomy; middle one-third of ureter,CARE,,
CPT,5062F,Findings from diagnostic mammogram communicated to the patient within 5 days of exam interpretation (RAD),CARE,,
CPT,50630,Ureterolithotomy; lower one-third of ureter,CARE,,
CPT,50650,"Ureterectomy, with bladder cuff (separate procedure)",CARE,,
CPT,50660,"Ureterectomy, total, ectopic ureter, combination abdominal, vaginal and/or perineal approach",CARE,,
CPT,50684,Injection procedure for ureterography or ureteropyelography through ureterostomy or indwelling ureteral catheter,CARE,,
CPT,50686,Manometric studies through ureterostomy or indwelling ureteral catheter,CARE,,
CPT,50688,Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit,CARE,,
CPT,50690,"Injection procedure for visualization of ileal conduit and/or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,50700,"Ureteroplasty, plastic operation on ureter (eg, stricture)",CARE,,
CPT,50715,"Ureterolysis, with or without repositioning of ureter for retroperitoneal fibrosis",CARE,,
CPT,50722,Ureterolysis for ovarian vein syndrome,CARE,,
CPT,50725,"Ureterolysis for retrocaval ureter, with reanastomosis of upper urinary tract or vena cava",CARE,,
CPT,50727,Revision of urinary-cutaneous anastomosis (any type urostomy),CARE,,
CPT,50728,Revision of urinary-cutaneous anastomosis (any type urostomy); with repair of fascial defect and hernia,CARE,,
CPT,50740,"Ureteropyelostomy, anastomosis of ureter and renal pelvis",CARE,,
CPT,50750,"Ureterocalycostomy, anastomosis of ureter to renal calyx",CARE,,
CPT,50760,Ureteroureterostomy,CARE,,
CPT,50770,"Transureteroureterostomy, anastomosis of ureter to contralateral ureter",CARE,,
CPT,50780,Ureteroneocystostomy; anastomosis of single ureter to bladder,CARE,,
CPT,50782,Ureteroneocystostomy; anastomosis of duplicated ureter to bladder,CARE,,
CPT,50783,Ureteroneocystostomy; with extensive ureteral tailoring,CARE,,
CPT,50785,Ureteroneocystostomy; with vesico-psoas hitch or bladder flap,CARE,,
CPT,50800,"Ureteroenterostomy, direct anastomosis of ureter to intestine",CARE,,
CPT,50810,"Ureterosigmoidostomy, with creation of sigmoid bladder and establishment of abdominal or perineal colostomy, including intestine anastomosis",CARE,,
CPT,50815,"Ureterocolon conduit, including intestine anastomosis",CARE,,
CPT,50820,"Ureteroileal conduit (ileal bladder), including intestine anastomosis (Bricker operation)",CARE,,
CPT,50825,"Continent diversion, including intestine anastomosis using any segment of small and/or large intestine (Kock pouch or Camey enterocystoplasty)",CARE,,
CPT,50830,"Urinary undiversion (eg, taking down of ureteroileal conduit, ureterosigmoidostomy or ureteroenterostomy with ureteroureterostomy or ureteroneocystostomy)",CARE,,
CPT,50840,"Replacement of all or part of ureter by intestine segment, including intestine anastomosis",CARE,,
CPT,50845,Cutaneous appendico-vesicostomy,CARE,,
CPT,50860,"Ureterostomy, transplantation of ureter to skin",CARE,,
CPT,50900,"Ureterorrhaphy, suture of ureter (separate procedure)",CARE,,
CPT,50920,Closure of ureterocutaneous fistula,CARE,,
CPT,50930,Closure of ureterovisceral fistula (including visceral repair),CARE,,
CPT,50940,Deligation of ureter,CARE,,
CPT,50945,"Laparoscopy, surgical; ureterolithotomy",CARE,,
CPT,50947,"Laparoscopy, surgical; ureteroneocystostomy with cystoscopy and ureteral stent placement",CARE,,
CPT,50948,"Laparoscopy, surgical; ureteroneocystostomy without cystoscopy and ureteral stent placement",CARE,,
CPT,50949,"Unlisted laparoscopy procedure, ureter",CARE,,
CPT,50951,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,50953,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with ureteral catheterization, with or without dilation of ureter",CARE,,
CPT,50955,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with biopsy",CARE,,
CPT,50957,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with fulguration and/or incision, with or without biopsy",CARE,,
CPT,50961,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with removal of foreign body or calculus",CARE,,
CPT,50970,"Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,50972,"Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with ureteral catheterization, with or without dilation of ureter",CARE,,
CPT,50974,"Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with biopsy",CARE,,
CPT,50976,"Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with fulguration and/or incision, with or without biopsy",CARE,,
CPT,50980,"Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with removal of foreign body or calculus",CARE,,
CPT,51,Multiple Procedures,CARE,,
CPT,5100F,Potential risk for fracture communicated to the referring physician within 24 hours of completion of the imaging study (NUC_MED),CARE,,
CPT,51020,Cystotomy or cystostomy; with fulguration and/or insertion of radioactive material,CARE,,
CPT,51030,Cystotomy or cystostomy; with cryosurgical destruction of intravesical lesion,CARE,,
CPT,51040,"Cystostomy, cystotomy with drainage",CARE,,
CPT,51045,"Cystotomy, with insertion of ureteral catheter or stent (separate procedure)",CARE,,
CPT,51050,"Cystolithotomy, cystotomy with removal of calculus, without vesical neck resection",CARE,,
CPT,51060,Transvesical ureterolithotomy,CARE,,
CPT,51065,"Cystotomy, with calculus basket extraction and/or ultrasonic or electrohydraulic fragmentation of ureteral calculus",CARE,,
CPT,51080,Drainage of perivesical or prevesical space abscess,CARE,,
CPT,51100,Aspiration of bladder; by needle,CARE,,
CPT,51101,Aspiration of bladder; by trocar or intracatheter,CARE,,
CPT,51102,Aspiration of bladder; with insertion of suprapubic catheter,CARE,,
CPT,51500,"Excision of urachal cyst or sinus, with or without umbilical hernia repair",CARE,,
CPT,51520,Cystotomy; for simple excision of vesical neck (separate procedure),CARE,,
CPT,51525,"Cystotomy; for excision of bladder diverticulum, single or multiple (separate procedure)",CARE,,
CPT,51530,Cystotomy; for excision of bladder tumor,CARE,,
CPT,51535,"Cystotomy for excision, incision, or repair of ureterocele",CARE,,
CPT,51550,"Cystectomy, partial; simple",CARE,,
CPT,51555,"Cystectomy, partial; complicated (eg, postradiation, previous surgery, difficult location)",CARE,,
CPT,51565,"Cystectomy, partial, with reimplantation of ureter(s) into bladder (ureteroneocystostomy)",CARE,,
CPT,51570,"Cystectomy, complete; (separate procedure)",CARE,,
CPT,51575,"Cystectomy, complete; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",CARE,,
CPT,51580,"Cystectomy, complete, with ureterosigmoidostomy or ureterocutaneous transplantations",CARE,,
CPT,51585,"Cystectomy, complete, with ureterosigmoidostomy or ureterocutaneous transplantations; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",CARE,,
CPT,51590,"Cystectomy, complete, with ureteroileal conduit or sigmoid bladder, including intestine anastomosis",CARE,,
CPT,51595,"Cystectomy, complete, with ureteroileal conduit or sigmoid bladder, including intestine anastomosis; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes",CARE,,
CPT,51596,"Cystectomy, complete, with continent diversion, any open technique, using any segment of small and/or large intestine to construct neobladder",CARE,,
CPT,51597,"Pelvic exenteration, complete, for vesical, prostatic or urethral malignancy, with removal of bladder and ureteral transplantations, with or without hysterectomy and/or abdominoperineal resection of rectum and colon and colostomy, or any combination thereof",CARE,,
CPT,51600,Injection procedure for cystography or voiding urethrocystography,CARE,,
CPT,51605,Injection procedure and placement of chain for contrast and/or chain urethrocystography,CARE,,
CPT,51610,Injection procedure for retrograde urethrocystography,CARE,,
CPT,51700,"Bladder irrigation, simple, lavage and/or instillation",CARE,,
CPT,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",CARE,,
CPT,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",CARE,,
CPT,51703,"Insertion of temporary indwelling bladder catheter; complicated (eg, altered anatomy, fractured catheter/balloon)",CARE,,
CPT,51705,Change of cystostomy tube; simple,CARE,,
CPT,51710,Change of cystostomy tube; complicated,CARE,,
CPT,51715,Endoscopic injection of implant material into the submucosal tissues of the urethra and/or bladder neck,CARE,,
CPT,51720,Bladder instillation of anticarcinogenic agent (including retention time),CARE,,
CPT,51725,"Simple cystometrogram (CMG) (eg, spinal manometer)",CARE,,
CPT,51726,"Complex cystometrogram (ie, calibrated electronic equipment)",CARE,,
CPT,51727,"Complex cystometrogram (ie, calibrated electronic equipment); with urethral pressure profile studies (ie, urethral closure pressure profile), any technique",CARE,,
CPT,51728,"Complex cystometrogram (ie, calibrated electronic equipment); with voiding pressure studies (ie, bladder voiding pressure), any technique",CARE,,
CPT,51729,"Complex cystometrogram (ie, calibrated electronic equipment); with voiding pressure studies (ie, bladder voiding pressure) and urethral pressure profile studies (ie, urethral closure pressure profile), any technique",CARE,,
CPT,51736,"Simple uroflowmetry (UFR) (eg, stop-watch flow rate, mechanical uroflowmeter)",CARE,,
CPT,51741,"Complex uroflowmetry (eg, calibrated electronic equipment)",CARE,,
CPT,51784,"Electromyography studies (EMG) of anal or urethral sphincter, other than needle, any technique",CARE,,
CPT,51785,"Needle electromyography studies (EMG) of anal or urethral sphincter, any technique",CARE,,
CPT,51792,"Stimulus evoked response (eg, measurement of bulbocavernosus reflex latency time)",CARE,,
CPT,51797,"Voiding pressure studies, intra-abdominal (ie, rectal, gastric, intraperitoneal) (List separately in addition to code for primary procedure)",CARE,,
CPT,51798,"Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging",CARE,,
CPT,51800,"Cystoplasty or cystourethroplasty, plastic operation on bladder and/or vesical neck (anterior Y-plasty, vesical fundus resection), any procedure, with or without wedge resection of posterior vesical neck",CARE,,
CPT,51820,Cystourethroplasty with unilateral or bilateral ureteroneocystostomy,CARE,,
CPT,51840,"Anterior vesicourethropexy, or urethropexy (eg, Marshall-Marchetti-Krantz, Burch); simple",CARE,,
CPT,51841,"Anterior vesicourethropexy, or urethropexy (eg, Marshall-Marchetti-Krantz, Burch); complicated (eg, secondary repair)",CARE,,
CPT,51845,"Abdomino-vaginal vesical neck suspension, with or without endoscopic control (eg, Stamey, Raz, modified Pereyra)",CARE,,
CPT,51860,"Cystorrhaphy, suture of bladder wound, injury or rupture; simple",CARE,,
CPT,51865,"Cystorrhaphy, suture of bladder wound, injury or rupture; complicated",CARE,,
CPT,51880,Closure of cystostomy (separate procedure),CARE,,
CPT,51900,"Closure of vesicovaginal fistula, abdominal approach",CARE,,
CPT,51920,Closure of vesicouterine fistula,CARE,,
CPT,51925,Closure of vesicouterine fistula; with hysterectomy,CARE,,
CPT,51940,"Closure, exstrophy of bladder",CARE,,
CPT,51960,"Enterocystoplasty, including intestinal anastomosis",CARE,,
CPT,51980,Cutaneous vesicostomy,CARE,,
CPT,51990,"Laparoscopy, surgical; urethral suspension for stress incontinence",CARE,,
CPT,51992,"Laparoscopy, surgical; sling operation for stress incontinence (eg, fascia or synthetic)",CARE,,
CPT,51999,"Unlisted laparoscopy procedure, bladder",CARE,,
CPT,52,Reduced Services,CARE,,
CPT,52000,Cystourethroscopy (separate procedure),CARE,,
CPT,52001,Cystourethroscopy with irrigation and evacuation of multiple obstructing clots,CARE,,
CPT,52005,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",CARE,,
CPT,52007,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with brush biopsy of ureter and/or renal pelvis",CARE,,
CPT,5200F,Consideration of referral for a neurological evaluation of appropriateness for surgical therapy for intractable epilepsy within the past 3 years (EPI),CARE,,
CPT,52010,"Cystourethroscopy, with ejaculatory duct catheterization, with or without irrigation, instillation, or duct radiography, exclusive of radiologic service",CARE,,
CPT,52204,"Cystourethroscopy, with biopsy(s)",CARE,,
CPT,52214,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) of trigone, bladder neck, prostatic fossa, urethra, or periurethral glands",CARE,,
CPT,52224,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) or treatment of MINOR (less than 0.5 cm) lesion(s) with or without biopsy",CARE,,
CPT,52234,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; SMALL bladder tumor(s) (0.5 up to 2.0 cm)",CARE,,
CPT,52235,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)",CARE,,
CPT,52240,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; LARGE bladder tumor(s)",CARE,,
CPT,52250,"Cystourethroscopy with insertion of radioactive substance, with or without biopsy or fulguration",CARE,,
CPT,52260,"Cystourethroscopy, with dilation of bladder for interstitial cystitis; general or conduction (spinal) anesthesia",CARE,,
CPT,52265,"Cystourethroscopy, with dilation of bladder for interstitial cystitis; local anesthesia",CARE,,
CPT,52270,"Cystourethroscopy, with internal urethrotomy; female",CARE,,
CPT,52275,"Cystourethroscopy, with internal urethrotomy; male",CARE,,
CPT,52276,Cystourethroscopy with direct vision internal urethrotomy,CARE,,
